id,product_name,brand,model,category,gender,release_date,release_year,retail_price_usd,main_color,colorway,avg_resale_price_usd,resale_premium_pct,is_collab,collab_partner
911,Air Jordan 5 Retro Off-White Sail,Jordan,Air Jordan 5,Basketball,Men,2020-10-29,2020,225,Cream,Sail/Fire Red/Black,900,300,1,Off-White
912,Air Jordan 5 Retro UNC University Blue,Jordan,Air Jordan 5,Basketball,Men,2023-03-04,2023,225,Blue,University Blue/White,337.5,50,0,
913,Air Jordan 6 Retro Carmine (2021),Jordan,Air Jordan 6,Basketball,Men,2021-02-13,2021,200,Red,White/Black/Carmine,300,50,0,
914,Air Jordan 7 Retro Cardinal (2022),Jordan,Air Jordan 7,Basketball,Men,2022-12-17,2022,210,White,White/Black/Cardinal Red,157.5,-25,0,
915,Air Jordan 11 Retro Concord (2018),Jordan,Air Jordan 11,Basketball,Men,2018-12-08,2018,220,White,White/Black/Dark Concord,550,150,0,
916,Air Jordan 11 Retro Bred (2019),Jordan,Air Jordan 11,Basketball,Men,2019-12-14,2019,220,Black,Black/Varsity Red/White,440,100,0,
917,Nike Dunk Low Travis Scott Cactus Jack,Nike,Dunk Low,Skate,Men,2019-12-13,2019,150,Brown,Black/Parachute Beige,900,500,1,Travis Scott
918,Nike SB Dunk Low Ben & Jerry's Chunky Dunky,Nike,Dunk Low,Skate,Men,2020-05-26,2020,100,Multi,Blue Sky/Green/Yellow,1500,1400,1,Ben & Jerry's
919,Nike SB Dunk Low Grateful Dead Bears Green,Nike,Dunk Low,Skate,Men,2020-07-24,2020,110,Green,Green Spark/Soar,1100,900,1,Grateful Dead
920,Nike SB Dunk Low Paris (2003 Retro Price Anchor),Nike,Dunk Low,Skate,Men,2003-03-01,2003,65,Multi,White/Red/Yellow/Blue,5200,7900,1,Bernard Buffet
921,Nike Dunk Low Off-White Pine Green,Nike,Dunk Low,Skate,Men,2019-12-20,2019,170,Green,Pine Green/White,680,300,1,Off-White
922,Nike Dunk Low Off-White University Red,Nike,Dunk Low,Skate,Men,2019-12-20,2019,170,Red,University Red/Wolf Grey,510,200,1,Off-White
923,Nike Dunk Low Off-White Michigan,Nike,Dunk Low,Skate,Men,2019-12-20,2019,170,Yellow,Varsity Maize/Midnight Navy,510,200,1,Off-White
924,Nike Air Force 1 Low Off-White MCA University Blue,Nike,Air Force 1,Lifestyle,Men,2019-06-20,2019,150,Blue,University Blue/Metallic Silver,1800,1100,1,Off-White
925,Nike Air Force 1 Low Off-White Black White,Nike,Air Force 1,Lifestyle,Men,2018-12-19,2018,170,Black,Black/White,680,300,1,Off-White
926,Nike Air Force 1 Low Off-White Volt,Nike,Air Force 1,Lifestyle,Men,2018-12-19,2018,170,Yellow,Volt/Black,680,300,1,Off-White
927,Nike Air Max 1/97 Sean Wotherspoon,Nike,Air Max 1/97,Lifestyle,Men,2018-03-26,2018,160,Multi,Light Blue/Lemon Wash,800,400,1,Sean Wotherspoon
928,Nike Air Max 90 OFF-WHITE Sail,Nike,Air Max 90,Running,Men,2018-02-10,2018,160,Cream,Sail/Ice Blue,640,300,1,Off-White
929,Nike Blazer Mid Off-White All Hallows Eve,Nike,Blazer Mid,Lifestyle,Men,2018-10-01,2018,130,Orange,Canvas/Pale Vanilla,520,300,1,Off-White
930,Nike Zoom Fly Off-White Tulip Pink,Nike,Zoom Fly,Running,Women,2018-10-13,2018,170,Pink,Tulip Pink/Racer Pink,510,200,1,Off-White
931,adidas Yeezy Boost 350 V2 Black Red,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2016-11-23,2016,220,Black,Core Black/Red,660,200,0,
932,adidas Yeezy Boost 350 V2 Blue Tint,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2017-12-16,2017,220,Blue,Blue Tint/Grey/Red,440,100,0,
933,adidas Yeezy Boost 350 V2 Cream White,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2017-04-29,2017,220,White,Cream White/Cream White,440,100,0,
934,adidas Yeezy Boost 350 V2 Static Non-Reflective,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2018-12-27,2018,220,Grey,Static/Static,440,100,0,
935,adidas Yeezy Boost 350 V2 Cinder,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2020-03-21,2020,220,Brown,Cinder/Cinder,264,20,0,
936,adidas Yeezy Boost 700 Sun,Yeezy,Yeezy Boost 700,Lifestyle,Men,2021-01-23,2021,240,Yellow,Sun/Black,360,50,0,
937,adidas Yeezy Slide Onyx,Yeezy,Yeezy Slide,Slides,Men,2022-03-07,2022,70,Black,Onyx/Onyx,175,150,0,
938,adidas Yeezy Slide Glow Green,Yeezy,Yeezy Slide,Slides,Men,2021-08-02,2021,60,Green,Glow Green/Glow Green,150,150,0,
939,adidas Yeezy Foam RNNR Sand,Yeezy,Foam RNNR,Slides,Men,2020-06-26,2020,75,Tan,Sand/Sand,225,200,0,
940,adidas Yeezy Foam RNNR Onyx,Yeezy,Foam RNNR,Slides,Men,2022-06-08,2022,80,Black,Onyx/Onyx,240,200,0,
941,New Balance 997S Bodega No Days Off,New Balance,997S,Lifestyle,Men,2019-04-05,2019,160,Grey,Grey/Yellow/Red,480,200,1,Bodega
942,New Balance 997S Bodega No Bad Days,New Balance,997S,Lifestyle,Men,2019-09-27,2019,160,Blue,Blue/Yellow/Red,480,200,1,Bodega
943,New Balance 990v2 Kith Cyclades,New Balance,990v2,Lifestyle,Men,2021-06-05,2021,210,Orange,Orange/Tan,630,200,1,Kith
944,New Balance 990v2 Kith Sand Drift,New Balance,990v2,Lifestyle,Men,2021-06-05,2021,210,Brown,Sand Drift/Brown,630,200,1,Kith
945,New Balance 2002R Protection Pack Sea Salt,New Balance,2002R,Lifestyle,Men,2021-08-14,2021,150,White,Sea Salt,450,200,0,
946,New Balance 9060 Joe Freshgoods Inside Voices Penny Cookie Pink,New Balance,9060,Lifestyle,Men,2022-05-20,2022,180,Pink,Pink/Cream,540,200,1,Joe Freshgoods
947,New Balance 9060 Joe Freshgoods Inside Voices Baby Shower Blue,New Balance,9060,Lifestyle,Men,2022-05-20,2022,180,Blue,Baby Blue/Cream,540,200,1,Joe Freshgoods
948,ASICS Gel-Kayano 14 JJJJound Silver White,ASICS,Gel-Kayano 14,Running,Men,2023-08-04,2023,180,Silver,Silver/White,540,200,1,JJJJound
949,ASICS Gel-Kayano 14 JJJJound Silver Black,ASICS,Gel-Kayano 14,Running,Men,2022-08-26,2022,180,Silver,Silver/Black,540,200,1,JJJJound
950,ASICS Gel-Lyte III Nice Kicks Nice Cream,ASICS,Gel-Lyte III,Lifestyle,Men,2021-06-25,2021,150,Cream,Cream/Orange,300,100,1,Nice Kicks
951,ASICS Gel-Lyte III Sean Wotherspoon Atmos Corduroy,ASICS,Gel-Lyte III,Lifestyle,Men,2020-08-14,2020,140,Multi,Multi-Color Corduroy,420,200,1,Sean Wotherspoon
952,Salomon XT-6 Kith Gelato Prism Violet,Salomon,XT-6,Lifestyle,Unisex,2022-07-29,2022,200,Purple,Prism Violet/White,400,100,1,Kith
953,Salomon XT-6 Kith Gelato Lime Green,Salomon,XT-6,Lifestyle,Unisex,2022-07-29,2022,200,Green,Lime Green/White,400,100,1,Kith
954,Salomon XT-6 Hidden NY Green,Salomon,XT-6,Lifestyle,Unisex,2023-09-01,2023,220,Green,Green/White,440,100,1,Hidden NY
955,Hoka Clifton 9 GORE-TEX Black,Hoka One One,Clifton 9 GTX,Running,Men,2023-10-01,2023,180,Black,Black/Black,135,-25,0,
956,Hoka Mafate Speed 2 Engineered Garments Brown,Hoka One One,Mafate Speed 2,Lifestyle,Men,2019-10-01,2019,180,Brown,Brown/Yellow,360,100,1,Engineered Garments
957,Brooks Ghost 15 Run Lucky Edition,Brooks,Ghost 15,Running,Men,2023-03-01,2023,140,Green,Green/Gold,105,-25,0,
958,Saucony Jazz 81 END Shadow,Saucony,Jazz 81,Lifestyle,Men,2021-10-01,2021,120,Grey,Grey/Green,240,100,1,END.
959,Puma Suede XL The Weeknd XO,Puma,Suede XL,Lifestyle,Men,2017-11-01,2017,130,Black,Black/White,260,100,1,The Weeknd
960,Puma RS-X³ Puzzle Castlerock,Puma,RS-X³,Lifestyle,Men,2019-06-01,2019,110,Grey,Castlerock/White/Red,82.5,-25,0,
961,Vans Authentic Fear of God Black White,Vans,Authentic,Lifestyle,Men,2016-12-01,2016,100,Black,Black/White Script,500,400,1,Fear of God
962,Vans Era Fear of God Off-White,Vans,Era,Lifestyle,Men,2016-12-01,2016,100,Cream,Off-White/Black Script,400,300,1,Fear of God
963,Converse Chuck 70 Hi Off-White Black,Converse,Chuck 70,Lifestyle,Men,2018-10-08,2018,130,Black,Black/White/Orange,520,300,1,Off-White
964,Converse Chuck 70 Hi Off-White White,Converse,Chuck 70,Lifestyle,Men,2018-10-08,2018,130,White,White/Black/Orange,520,300,1,Off-White
965,Converse Chuck 70 Hi Golf Wang Flame Blue,Converse,Chuck 70,Lifestyle,Men,2017-10-26,2017,100,Blue,Blue/Flame,200,100,1,Golf Wang
966,Converse Chuck 70 Hi Golf le Fleur Chenille Flames,Converse,Chuck 70,Lifestyle,Men,2019-10-01,2019,110,Yellow,Yellow/Red,220,100,1,Golf Wang
967,Crocs Classic Clog Salehe Bembury Cucumber,Crocs,Pollex Clog,Slides,Men,2021-12-14,2021,85,Green,Cucumber/Green,340,300,1,Salehe Bembury
968,Crocs Classic Clog Bad Bunny Blue,adidas,Crocs Classic Clog,Slides,Men,2021-04-01,2021,70,Blue,Blue/Blue,210,200,1,Bad Bunny
969,Nike Dunk Low Union Passport Pack Pistachio,Nike,Dunk Low,Skate,Men,2022-02-11,2022,150,Green,Pistachio/Black,450,200,1,Union
970,Nike Dunk Low Union Passport Pack Argon,Nike,Dunk Low,Skate,Men,2022-03-31,2022,150,Blue,Argon/Blue,450,200,1,Union
971,Nike Dunk Low Union Court Purple,Nike,Dunk Low,Skate,Men,2022-05-26,2022,150,Purple,Court Purple/Black,300,100,1,Union
972,Nike SB Dunk Low Travis Scott,Nike,Dunk Low,Skate,Men,2020-02-29,2020,150,Brown,Black/Parachute Beige,900,500,1,Travis Scott
973,Nike SB Dunk Low Concepts Green Lobster,Nike,Dunk Low,Skate,Men,2018-12-28,2018,100,Green,Green Stone/Volt,700,600,1,Concepts
974,Nike SB Dunk Low Concepts Purple Lobster,Nike,Dunk Low,Skate,Men,2018-12-14,2018,100,Purple,Voltage Purple/Voltage Purple,700,600,1,Concepts
975,Nike SB Dunk Low Concepts Orange Lobster,Nike,Dunk Low,Skate,Men,2022-12-02,2022,120,Orange,Orange Frost/Electro Orange,720,500,1,Concepts
976,Nike SB Dunk Low Staple Pigeon Panda,Nike,Dunk Low,Skate,Men,2022-11-01,2022,120,Black,Black/White/Grey,360,200,1,Staple
977,Air Jordan 1 High Zoom CMFT 2 Year of the Rabbit,Jordan,Air Jordan 1 Zoom CMFT 2,Basketball,Men,2023-01-22,2023,180,Brown,Sail/Brown,270,50,0,
978,Air Jordan 1 Mid SE Wear-Away Black Yellow,Jordan,Air Jordan 1 Mid,Basketball,Men,2022-10-01,2022,135,Yellow,Black/Yellow/Sail,101.25,-25,0,
979,Air Jordan 1 Low SE Year of the Dragon,Jordan,Air Jordan 1 Low,Basketball,Men,2024-01-24,2024,140,Green,Sail/Green/Gold,210,50,0,
980,Air Jordan 1 Low OG Black Toe (2023),Jordan,Air Jordan 1 Low,Basketball,Men,2023-08-04,2023,140,Red,White/Black/Varsity Red,210,50,0,
981,Nike Zoom Vomero 5 Vast Grey,Nike,Zoom Vomero 5,Running,Men,2023-10-01,2023,160,Grey,Vast Grey/Photon Dust,240,50,0,
982,Nike Zoom Vomero 5 Doernbecher,Nike,Zoom Vomero 5,Running,Men,2023-12-02,2023,190,Black,Black/Volt,285,50,1,Doernbecher
983,Nike P-6000 Metallic Silver,Nike,P-6000,Running,Men,2019-05-02,2019,120,Silver,Metallic Silver/White,180,50,0,
984,Nike P-6000 White Varsity Red,Nike,P-6000,Running,Men,2019-05-02,2019,120,White,White/Varsity Red,90,-25,0,
985,adidas Samba OG Sporty & Rich White Bold Gold,adidas,Samba OG,Lifestyle,Women,2023-11-01,2023,120,White,White/Bold Gold,240,100,1,Sporty & Rich
986,adidas Samba OG Sporty & Rich White Blue,adidas,Samba OG,Lifestyle,Women,2023-11-01,2023,120,White,White/Blue,240,100,1,Sporty & Rich
987,adidas Gazelle Indoor Sean Wotherspoon Hemp,adidas,Gazelle Indoor,Lifestyle,Men,2023-08-01,2023,140,Brown,Hemp/Brown,280,100,1,Sean Wotherspoon
988,New Balance 550 Action Bronson Baklava,New Balance,550,Basketball,Men,2023-03-17,2023,150,Green,Baklava Green/Orange,450,200,1,Action Bronson
989,New Balance 990v6 Action Bronson Lapis Lazuli,New Balance,990v6,Running,Men,2023-03-24,2023,220,Blue,Lapis Lazuli/Neon,660,200,1,Action Bronson
990,New Balance 990v6 Action Bronson Baklava,New Balance,990v6,Running,Men,2023-06-30,2023,220,Green,Baklava Green/Brown,660,200,1,Action Bronson
991,ASICS GT-2160 Cecilie Bahnsen White,ASICS,GT-2160,Lifestyle,Women,2023-11-22,2023,225,White,White/White,675,200,1,Cecilie Bahnsen
992,ASICS GT-2160 Cecilie Bahnsen Black,ASICS,GT-2160,Lifestyle,Women,2023-11-22,2023,225,Black,Black/Black,675,200,1,Cecilie Bahnsen
993,Salomon XT-6 A.P.C. White,Salomon,XT-6,Lifestyle,Unisex,2021-09-03,2021,220,White,White/Beige,440,100,1,A.P.C.
994,Salomon XT-6 A.P.C. Brown,Salomon,XT-6,Lifestyle,Unisex,2021-09-03,2021,220,Brown,Brown/Beige,440,100,1,A.P.C.
995,Hoka Tor Ultra Low Bodega Mountain Spring,Hoka One One,Tor Ultra Low,Lifestyle,Men,2019-09-13,2019,220,Blue,Mountain Spring/Black,440,100,1,Bodega
996,Brooks Ghost 14 Run Visible,Brooks,Ghost 14,Running,Men,2021-10-01,2021,140,Yellow,Volt/Reflective,105,-25,0,
997,Saucony Endorphin Elite Hyper Green,Saucony,Endorphin Elite,Running,Men,2023-02-21,2023,275,Green,Hyper Green/Black,412.5,50,0,
998,Mizuno Wave Rebellion Pro 2 Saffron,Mizuno,Wave Rebellion Pro 2,Running,Men,2024-01-01,2024,250,Orange,Saffron/White,375,50,0,
999,On Cloudspark All Black,On,Cloudspark,Running,Men,2024-02-01,2024,170,Black,Black/Black,127.5,-25,0,
1000,On Cloudmonster Hyper White Green,On,Cloudmonster Hyper,Running,Men,2024-03-01,2024,220,White,White/Green,330,50,0,
